GANTRYID,VEHICLEPLATE,VEHICLETYPE,TRANSTIME
G001,粤C53062_1,B2,04/06/2022 09:40:00
G002,粤C53062_1,B2,04/06/2022 09:41:10
G003,粤C53062_1,B2,04/06/2022 09:43:35
G004,粤C53062_1,B2,04/06/2022 09:46:34
G005,粤C53062_1,B2,04/06/2022 09:50:30
G006,粤C53062_1,B2,04/06/2022 09:57:27
G007,粤C53062_1,B2,04/06/2022 10:00:22
G008,粤C53062_1,B2,04/06/2022 10:03:15
G009,粤C53062_1,B2,04/06/2022 10:05:02
G010,粤C53062_1,B2,04/06/2022 10:09:10
G011,粤C53062_1,B2,04/06/2022 10:10:34
G001,京S29338_1,B1,01/06/2022 19:21:00
G002,京S29338_1,B1,01/06/2022 19:23:53
G003,京S29338_1,B1,01/06/2022 19:25:59
G004,京S29338_1,B1,01/06/2022 19:29:09
G005,京S29338_1,B1,01/06/2022 19:31:24
G006,京S29338_1,B1,01/06/2022 19:35:17
G007,京S29338_1,B1,01/06/2022 19:38:16
G008,京S29338_1,B1,01/06/2022 19:42:04
G006,京S29338_1,B1,02/06/2022 00:57:00
G008,京S29338_1,B1,04/06/2022 17:14:00
G009,京S29338_1,B1,04/06/2022 17:19:22
G010,京S29338_1,B1,04/06/2022 17:25:03
G011,京S29338_1,B1,04/06/2022 17:27:59
G001,粤E68879_0,B2,01/06/2022 14:50:00
G002,粤E68879_0,B2,01/06/2022 14:50:49
G003,粤E68879_0,B2,01/06/2022 14:51:55
G004,粤E68879_0,B2,01/06/2022 14:54:24
G005,粤E68879_0,B2,01/06/2022 14:55:36
G006,粤E68879_0,B2,01/06/2022 14:59:36
G007,粤E68879_0,B2,01/06/2022 15:01:20
G008,粤E68879_0,B2,01/06/2022 15:04:26
G009,粤E68879_0,B2,01/06/2022 15:10:22
G010,粤E68879_0,B2,01/06/2022 15:13:54
G011,粤E68879_0,B2,01/06/2022 15:15:31
G001,粤E68879_0,B2,02/06/2022 19:13:00
G002,粤E68879_0,B2,02/06/2022 19:14:12
G003,粤E68879_0,B2,02/06/2022 19:17:14
G004,粤E68879_0,B2,02/06/2022 19:22:43
G005,粤E68879_0,B2,02/06/2022 19:25:12
G006,粤E68879_0,B2,02/06/2022 19:30:29
G007,粤E68879_0,B2,02/06/2022 19:34:41
G008,粤E68879_0,B2,02/06/2022 19:44:14
G009,粤E68879_0,B2,02/06/2022 19:49:19
G010,粤E68879_0,B2,02/06/2022 20:06:20
G003,粤E68879_0,B2,03/06/2022 19:41:00
G004,粤E68879_0,B2,03/06/2022 19:44:26
G005,粤E68879_0,B2,03/06/2022 19:47:51
G001,沪N76573_2,B2,01/06/2022 09:52:00
G002,沪N76573_2,B2,01/06/2022 09:54:35
G003,沪N76573_2,B2,01/06/2022 09:56:19
G004,沪N76573_2,B2,01/06/2022 10:00:58
G005,沪N76573_2,B2,01/06/2022 10:02:13
G006,沪N76573_2,B2,01/06/2022 10:06:26
G007,沪N76573_2,B2,01/06/2022 10:08:14
G008,沪N76573_2,B2,01/06/2022 10:11:41
G009,沪N76573_2,B2,01/06/2022 10:13:19
G010,沪N76573_2,B2,01/06/2022 10:17:23
G011,沪N76573_2,B2,01/06/2022 10:18:50
G001,沪N76573_2,B2,02/06/2022 07:26:00
G002,沪N76573_2,B2,02/06/2022 07:28:49
G003,沪N76573_2,B2,02/06/2022 07:30:29
G004,沪N76573_2,B2,02/06/2022 07:33:34
G005,沪N76573_2,B2,02/06/2022 07:37:13
G006,沪N76573_2,B2,02/06/2022 07:41:45
G007,沪N76573_2,B2,02/06/2022 07:44:48
G008,沪N76573_2,B2,02/06/2022 07:49:55
G009,沪N76573_2,B2,02/06/2022 07:52:54
G010,沪N76573_2,B2,02/06/2022 07:59:15
G011,沪N76573_2,B2,02/06/2022 08:02:36
G001,沪N76573_2,B2,03/06/2022 14:13:00
G002,沪N76573_2,B2,03/06/2022 14:13:57
G003,沪N76573_2,B2,03/06/2022 14:14:49
G004,沪N76573_2,B2,03/06/2022 14:16:39
G005,沪N76573_2,B2,03/06/2022 14:19:08
G006,沪N76573_2,B2,03/06/2022 14:23:29
G007,沪N76573_2,B2,03/06/2022 14:25:17
G008,沪N76573_2,B2,03/06/2022 14:29:12
G009,沪N76573_2,B2,03/06/2022 14:31:43
G010,沪N76573_2,B2,03/06/2022 14:35:14
G011,沪N76573_2,B2,03/06/2022 14:36:34
G001,沪N76573_2,B2,04/06/2022 23:59:00
G002,沪N76573_2,B2,04/06/2022 23:59:47
G003,沪N76573_2,B2,05/06/2022 00:00:53
G004,沪N76573_2,B2,05/06/2022 00:02:48
G005,沪N76573_2,B2,05/06/2022 00:03:54
G006,沪N76573_2,B2,05/06/2022 00:06:38
G007,沪N76573_2,B2,05/06/2022 00:08:07
G008,沪N76573_2,B2,05/06/2022 00:11:33
G009,沪N76573_2,B2,05/06/2022 00:13:13
G010,沪N76573_2,B2,05/06/2022 00:16:52
G011,沪N76573_2,B2,05/06/2022 00:18:33
G001,粤V90403_2,B1,01/06/2022 20:19:00
G002,粤V90403_2,B1,01/06/2022 20:20:06
G003,粤V90403_2,B1,01/06/2022 20:21:28
G004,粤V90403_2,B1,01/06/2022 20:24:59
G005,粤V90403_2,B1,01/06/2022 20:26:08
G006,粤V90403_2,B1,01/06/2022 20:29:30
G007,粤V90403_2,B1,01/06/2022 20:31:09
G008,粤V90403_2,B1,01/06/2022 20:35:12
G009,粤V90403_2,B1,01/06/2022 20:36:50
G010,粤V90403_2,B1,01/06/2022 20:42:22
G011,粤V90403_2,B1,01/06/2022 20:45:35
G001,粤V90403_2,B1,02/06/2022 08:18:00
G002,粤V90403_2,B1,02/06/2022 08:20:40
G003,粤V90403_2,B1,02/06/2022 08:22:00
G004,粤V90403_2,B1,02/06/2022 08:25:20
G005,粤V90403_2,B1,02/06/2022 08:28:03
G006,粤V90403_2,B1,02/06/2022 08:34:25
G007,粤V90403_2,B1,02/06/2022 08:37:12
G008,粤V90403_2,B1,02/06/2022 08:42:38
G009,粤V90403_2,B1,02/06/2022 08:46:13
G010,粤V90403_2,B1,02/06/2022 08:52:17
G011,粤V90403_2,B1,02/06/2022 08:56:17
G001,粤V90403_2,B1,03/06/2022 12:32:00
G002,粤V90403_2,B1,03/06/2022 12:32:51
G003,粤V90403_2,B1,03/06/2022 12:33:53
G004,粤V90403_2,B1,03/06/2022 12:35:20
G005,粤V90403_2,B1,03/06/2022 12:37:27
G006,粤V90403_2,B1,03/06/2022 12:40:36
G007,粤V90403_2,B1,03/06/2022 12:42:48
G008,粤V90403_2,B1,03/06/2022 12:46:14
G009,粤V90403_2,B1,03/06/2022 12:48:24
G010,粤V90403_2,B1,03/06/2022 12:51:30
G011,粤V90403_2,B1,03/06/2022 12:52:49
G003,苏K69056_0,B3,01/06/2022 19:18:00
G004,苏K69056_0,B3,01/06/2022 19:20:39
G005,苏K69056_0,B3,01/06/2022 19:24:31
G006,苏K69056_0,B3,01/06/2022 19:32:44
G006,苏K69056_0,B3,04/06/2022 09:45:00
G007,苏K69056_0,B3,04/06/2022 09:47:14
G008,苏K69056_0,B3,04/06/2022 09:52:37
G009,苏K69056_0,B3,04/06/2022 09:55:20
G001,鲁M05066_0,B1,01/06/2022 18:30:00
G002,鲁M05066_0,B1,01/06/2022 18:31:51
G003,鲁M05066_0,B1,01/06/2022 18:33:56
G004,鲁M05066_0,B1,01/06/2022 18:36:18
G005,鲁M05066_0,B1,01/06/2022 18:38:50
G006,鲁M05066_0,B1,01/06/2022 18:48:46
G007,鲁M05066_0,B1,01/06/2022 18:52:25
G008,鲁M05066_0,B1,01/06/2022 19:00:25
G009,鲁M05066_0,B1,01/06/2022 19:03:14
G010,鲁M05066_0,B1,01/06/2022 19:08:06
G011,鲁M05066_0,B1,01/06/2022 19:10:37
G008,鲁M05066_0,B1,02/06/2022 13:46:00
G009,鲁M05066_0,B1,02/06/2022 13:47:46
G010,鲁M05066_0,B1,02/06/2022 13:51:40
G001,鲁M05066_0,B1,03/06/2022 18:16:00
G002,鲁M05066_0,B1,03/06/2022 18:18:04
G003,鲁M05066_0,B1,03/06/2022 18:19:15
G004,鲁M05066_0,B1,03/06/2022 18:23:39
G005,鲁M05066_0,B1,03/06/2022 18:26:11
G006,鲁M05066_0,B1,03/06/2022 18:31:17
G003,京A23150_2,T1,02/06/2022 20:43:00
G004,京A23150_2,T1,02/06/2022 20:45:37
G005,京A23150_2,T1,02/06/2022 20:46:51
G006,京A23150_2,T1,02/06/2022 20:50:55
G007,京A23150_2,T1,02/06/2022 20:52:18
G008,京A23150_2,T1,02/06/2022 20:55:20
G009,京A23150_2,T1,02/06/2022 20:57:13
G001,京A23150_2,T1,03/06/2022 18:34:00
G002,京A23150_2,T1,03/06/2022 18:35:30
G003,京A23150_2,T1,03/06/2022 18:37:22
G004,京A23150_2,T1,03/06/2022 18:39:37
G005,京A23150_2,T1,03/06/2022 18:42:03
G006,京A23150_2,T1,03/06/2022 18:47:55
G007,京A23150_2,T1,03/06/2022 18:51:30
G008,京A23150_2,T1,03/06/2022 18:57:24
G009,京A23150_2,T1,03/06/2022 19:01:16
G010,京A23150_2,T1,03/06/2022 19:10:39
G011,京A23150_2,T1,03/06/2022 19:13:57
G001,京A23150_2,T1,04/06/2022 19:22:00
G002,京A23150_2,T1,04/06/2022 19:23:29
G003,京A23150_2,T1,04/06/2022 19:25:08
G004,京A23150_2,T1,04/06/2022 19:28:16
G005,京A23150_2,T1,04/06/2022 19:30:49
G006,京A23150_2,T1,04/06/2022 19:36:16
G007,京A23150_2,T1,04/06/2022 19:39:51
G008,京A23150_2,T1,04/06/2022 19:46:38
G009,京A23150_2,T1,04/06/2022 19:50:00
G010,京A23150_2,T1,04/06/2022 20:00:10
G011,京A23150_2,T1,04/06/2022 20:01:37
G001,渝P27251_0,T2,01/06/2022 07:16:00
G002,渝P27251_0,T2,01/06/2022 07:17:36
G003,渝P27251_0,T2,01/06/2022 07:18:58
G004,渝P27251_0,T2,01/06/2022 07:21:56
G005,渝P27251_0,T2,01/06/2022 07:26:23
G006,渝P27251_0,T2,01/06/2022 07:32:55
G007,渝P27251_0,T2,01/06/2022 07:38:06
G008,渝P27251_0,T2,01/06/2022 07:43:46
G009,渝P27251_0,T2,01/06/2022 07:47:33
G010,渝P27251_0,T2,01/06/2022 07:53:07
G011,渝P27251_0,T2,01/06/2022 07:58:05
G001,渝P27251_0,T2,02/06/2022 17:14:00
G002,渝P27251_0,T2,02/06/2022 17:15:42
G003,渝P27251_0,T2,02/06/2022 17:17:12
G004,渝P27251_0,T2,02/06/2022 17:20:22
G005,渝P27251_0,T2,02/06/2022 17:23:12
G006,渝P27251_0,T2,02/06/2022 17:27:12
G007,渝P27251_0,T2,02/06/2022 17:30:57
G008,渝P27251_0,T2,02/06/2022 17:36:36
G009,渝P27251_0,T2,02/06/2022 17:39:57
G010,渝P27251_0,T2,02/06/2022 17:54:45
G011,渝P27251_0,T2,02/06/2022 17:57:37
G007,渝P27251_0,T2,03/06/2022 14:14:00
G008,渝P27251_0,T2,03/06/2022 14:17:39
G009,渝P27251_0,T2,03/06/2022 14:20:29
G001,渝P27251_0,T2,04/06/2022 23:04:00
G002,渝P27251_0,T2,04/06/2022 23:04:50
G003,渝P27251_0,T2,04/06/2022 23:06:09
G004,渝P27251_0,T2,04/06/2022 23:07:54
G005,渝P27251_0,T2,04/06/2022 23:09:03
G006,渝P27251_0,T2,04/06/2022 23:12:08
G007,渝P27251_0,T2,04/06/2022 23:14:23
G008,渝P27251_0,T2,04/06/2022 23:17:09
G009,渝P27251_0,T2,04/06/2022 23:19:09
G010,渝P27251_0,T2,04/06/2022 23:22:31
G011,渝P27251_0,T2,04/06/2022 23:23:56
G008,浙F63230_1,B1,01/06/2022 07:34:00
G009,浙F63230_1,B1,01/06/2022 07:36:25
G010,浙F63230_1,B1,01/06/2022 07:42:41
G006,浙F63230_1,B1,02/06/2022 12:20:00
G007,浙F63230_1,B1,02/06/2022 12:20:57
G008,浙F63230_1,B1,02/06/2022 12:24:17
G009,浙F63230_1,B1,02/06/2022 12:25:57
G010,浙F63230_1,B1,02/06/2022 12:31:05
G004,浙F63230_1,B1,04/06/2022 19:07:00
G005,浙F63230_1,B1,04/06/2022 19:09:08
G006,浙F63230_1,B1,04/06/2022 19:13:40
G007,浙F63230_1,B1,04/06/2022 19:18:28
G008,浙F63230_1,B1,04/06/2022 19:22:27
G009,浙F63230_1,B1,04/06/2022 19:25:51
G010,浙F63230_1,B1,04/06/2022 19:31:04
G011,浙F63230_1,B1,04/06/2022 19:34:06
G010,粤U55363_1,B1,01/06/2022 18:47:00
G011,粤U55363_1,B1,01/06/2022 18:49:53
G010,粤U55363_1,B1,02/06/2022 10:01:00
G011,粤U55363_1,B1,02/06/2022 10:03:07
G008,粤U55363_1,B1,03/06/2022 17:27:00
G009,粤U55363_1,B1,03/06/2022 17:31:22
G010,粤U55363_1,B1,03/06/2022 17:44:12
G002,粤U55363_1,B1,04/06/2022 14:22:00
G003,粤U55363_1,B1,04/06/2022 14:23:20
G004,粤U55363_1,B1,04/06/2022 14:26:26
G005,粤U55363_1,B1,04/06/2022 14:27:59
G006,粤U55363_1,B1,04/06/2022 14:31:16
G007,粤U55363_1,B1,04/06/2022 14:33:05
G008,粤U55363_1,B1,04/06/2022 14:36:08
G009,粤U55363_1,B1,04/06/2022 14:38:00
G010,粤U55363_1,B1,04/06/2022 14:41:57
G001,粤L58389_2,T2,02/06/2022 21:17:00
G002,粤L58389_2,T2,02/06/2022 21:17:54
G003,粤L58389_2,T2,02/06/2022 21:19:27
G004,粤L58389_2,T2,02/06/2022 21:23:21
G005,粤L58389_2,T2,02/06/2022 21:24:42
G006,粤L58389_2,T2,02/06/2022 21:31:25
G007,粤L58389_2,T2,02/06/2022 21:34:04
G008,粤L58389_2,T2,02/06/2022 21:38:52
G009,粤L58389_2,T2,02/06/2022 21:41:36
G010,粤L58389_2,T2,02/06/2022 21:45:13
G011,粤L58389_2,T2,02/06/2022 21:47:09
G002,粤L58389_2,T2,03/06/2022 19:15:00
G003,粤L58389_2,T2,03/06/2022 19:17:23
G004,粤L58389_2,T2,03/06/2022 19:20:55
G005,粤L58389_2,T2,03/06/2022 19:22:46
G005,粤L58389_2,T2,04/06/2022 18:54:00
G006,粤L58389_2,T2,04/06/2022 18:59:33
G007,粤L58389_2,T2,04/06/2022 19:01:49
G002,鲁T30659_1,B2,01/06/2022 19:55:00
G003,鲁T30659_1,B2,01/06/2022 19:57:49
G004,鲁T30659_1,B2,01/06/2022 20:02:44
G005,鲁T30659_1,B2,01/06/2022 20:04:22
G005,鲁T30659_1,B2,03/06/2022 18:09:00
G006,鲁T30659_1,B2,03/06/2022 18:16:21
G007,鲁T30659_1,B2,03/06/2022 18:19:03
G008,鲁T30659_1,B2,03/06/2022 18:26:53
G009,鲁T30659_1,B2,03/06/2022 18:30:36
G001,苏Y06628_1,B2,04/06/2022 17:48:00
G002,苏Y06628_1,B2,04/06/2022 17:49:21
G003,苏Y06628_1,B2,04/06/2022 17:50:51
G004,苏Y06628_1,B2,04/06/2022 17:53:57
G005,苏Y06628_1,B2,04/06/2022 17:58:07
G006,苏Y06628_1,B2,04/06/2022 18:06:39
G007,苏Y06628_1,B2,04/06/2022 18:08:46
G008,苏Y06628_1,B2,04/06/2022 18:15:46
G009,苏Y06628_1,B2,04/06/2022 18:19:49
G010,苏Y06628_1,B2,04/06/2022 18:32:20
G011,苏Y06628_1,B2,04/06/2022 18:34:30
G006,沪S19526_2,B1,01/06/2022 09:25:00
G004,沪S19526_2,B1,02/06/2022 11:12:00
G005,沪S19526_2,B1,02/06/2022 11:13:16
G006,沪S19526_2,B1,02/06/2022 11:22:05
G007,沪S19526_2,B1,02/06/2022 11:23:32
G008,沪S19526_2,B1,02/06/2022 11:26:32
G009,沪S19526_2,B1,02/06/2022 11:28:15
G010,沪S19526_2,B1,02/06/2022 11:31:26
G003,沪S19526_2,B1,03/06/2022 08:45:00
G004,沪S19526_2,B1,03/06/2022 08:49:08
G006,沪S19526_2,B1,04/06/2022 17:28:00
G007,沪S19526_2,B1,04/06/2022 17:30:13
G008,沪S19526_2,B1,04/06/2022 17:34:04
G009,沪S19526_2,B1,04/06/2022 17:38:27
G002,浙E63472_2,B3,01/06/2022 08:30:00
G003,浙E63472_2,B3,01/06/2022 08:32:23
G004,浙E63472_2,B3,01/06/2022 08:34:42
G005,浙E63472_2,B3,01/06/2022 08:37:11
G006,浙E63472_2,B3,01/06/2022 08:44:14
G007,浙E63472_2,B3,01/06/2022 08:46:37
G007,浙E63472_2,B3,02/06/2022 22:36:00
G008,浙E63472_2,B3,02/06/2022 22:39:18
G009,浙E63472_2,B3,02/06/2022 22:40:50
G010,浙E63472_2,B3,02/06/2022 22:44:33
G011,浙E63472_2,B3,02/06/2022 22:46:03
G002,浙E63472_2,B3,03/06/2022 10:04:00
G003,浙E63472_2,B3,03/06/2022 10:05:40
G004,浙E63472_2,B3,03/06/2022 10:07:33
G005,浙E63472_2,B3,03/06/2022 10:09:52
G006,浙E63472_2,B3,03/06/2022 10:12:45
G007,浙E63472_2,B3,03/06/2022 10:14:35
G008,浙E63472_2,B3,03/06/2022 10:18:02
G009,浙E63472_2,B3,03/06/2022 10:20:38
G010,浙E63472_2,B3,03/06/2022 10:25:10
G011,浙E63472_2,B3,03/06/2022 10:27:04
G001,粤G40406_0,B1,01/06/2022 18:34:00
G002,粤G40406_0,B1,01/06/2022 18:36:14
G003,粤G40406_0,B1,01/06/2022 18:37:50
G004,粤G40406_0,B1,01/06/2022 18:41:57
G005,粤G40406_0,B1,01/06/2022 18:44:25
G006,粤G40406_0,B1,01/06/2022 18:51:09
G007,粤G40406_0,B1,01/06/2022 18:53:44
G008,粤G40406_0,B1,01/06/2022 18:59:01
G009,粤G40406_0,B1,01/06/2022 19:02:08
G010,粤G40406_0,B1,01/06/2022 19:08:18
G011,粤G40406_0,B1,01/06/2022 19:11:52
G003,粤G40406_0,B1,02/06/2022 17:11:00
G004,粤G40406_0,B1,02/06/2022 17:14:01
G005,粤G40406_0,B1,02/06/2022 17:18:40
G006,粤G40406_0,B1,02/06/2022 17:24:50
G007,粤G40406_0,B1,02/06/2022 17:27:17
G008,粤G40406_0,B1,02/06/2022 17:31:46
G009,粤G40406_0,B1,02/06/2022 17:36:01
G010,粤G40406_0,B1,02/06/2022 17:43:38
G011,粤G40406_0,B1,02/06/2022 17:45:50
G001,粤G40406_0,B1,03/06/2022 15:27:00
G002,粤G40406_0,B1,03/06/2022 15:27:50
G003,粤G40406_0,B1,03/06/2022 15:29:01
G004,粤G40406_0,B1,03/06/2022 15:30:59
G005,粤G40406_0,B1,03/06/2022 15:32:17
G004,粤G40406_0,B1,04/06/2022 20:48:00
G005,粤G40406_0,B1,04/06/2022 20:49:08
G006,粤G40406_0,B1,04/06/2022 20:52:23
G007,粤G40406_0,B1,04/06/2022 20:53:45
G008,粤G40406_0,B1,04/06/2022 20:56:57
G009,粤G40406_0,B1,04/06/2022 20:58:44
G004,川A64163_1,B2,01/06/2022 19:30:00
G005,川A64163_1,B2,01/06/2022 19:32:18
G006,川A64163_1,B2,01/06/2022 19:41:32
G007,川A64163_1,B2,01/06/2022 19:45:26
G008,川A64163_1,B2,01/06/2022 19:51:16
G009,川A64163_1,B2,01/06/2022 19:54:34
G010,川A64163_1,B2,01/06/2022 20:05:24
G009,川A64163_1,B2,02/06/2022 14:33:00
G010,川A64163_1,B2,02/06/2022 14:34:54
G011,川A64163_1,B2,02/06/2022 14:36:46
G007,浙K08974_2,B1,01/06/2022 09:56:00
G008,浙K08974_2,B1,01/06/2022 10:05:02
G009,浙K08974_2,B1,01/06/2022 10:06:50
G010,浙K08974_2,B1,01/06/2022 10:10:27
G011,浙K08974_2,B1,01/06/2022 10:12:15
G004,浙K08974_2,B1,03/06/2022 17:18:00
G005,浙K08974_2,B1,03/06/2022 17:22:15
G009,浙K08974_2,B1,04/06/2022 18:00:00
G010,浙K08974_2,B1,04/06/2022 18:04:41
G010,苏V48021_0,T2,01/06/2022 12:56:00
G011,苏V48021_0,T2,01/06/2022 12:57:34
G001,苏V48021_0,T2,03/06/2022 08:25:00
G002,苏V48021_0,T2,03/06/2022 08:26:14
G003,苏V48021_0,T2,03/06/2022 08:28:04
G004,苏V48021_0,T2,03/06/2022 08:31:29
G005,苏V48021_0,T2,03/06/2022 08:35:40
G006,苏V48021_0,T2,03/06/2022 08:44:05
G007,苏V48021_0,T2,03/06/2022 08:47:39
G008,苏V48021_0,T2,03/06/2022 08:53:29
G009,苏V48021_0,T2,03/06/2022 08:55:45
G010,苏V48021_0,T2,03/06/2022 09:10:28
G011,苏V48021_0,T2,03/06/2022 09:12:23
G001,苏Q91576_1,T3,03/06/2022 12:42:00
G002,苏Q91576_1,T3,03/06/2022 12:43:00
G003,苏Q91576_1,T3,03/06/2022 12:44:15
G004,苏Q91576_1,T3,03/06/2022 12:46:17
G005,苏Q91576_1,T3,03/06/2022 12:48:57
G006,苏Q91576_1,T3,03/06/2022 12:52:34
G007,苏Q91576_1,T3,03/06/2022 12:54:34
G008,苏Q91576_1,T3,03/06/2022 12:57:11
G009,苏Q91576_1,T3,03/06/2022 12:58:52
G010,苏Q91576_1,T3,03/06/2022 13:14:02
G011,苏Q91576_1,T3,03/06/2022 13:15:40
G005,苏Q91576_1,T3,04/06/2022 14:37:00
G006,苏Q91576_1,T3,04/06/2022 14:39:55
G003,川Y15353_0,B3,02/06/2022 18:05:00
G004,川Y15353_0,B3,02/06/2022 18:07:36
G005,川Y15353_0,B3,02/06/2022 18:11:01
G006,川Y15353_0,B3,03/06/2022 16:54:00
G007,川Y15353_0,B3,03/06/2022 16:55:52
G008,川Y15353_0,B3,03/06/2022 16:58:43
G009,川Y15353_0,B3,03/06/2022 17:00:51
G010,川Y15353_0,B3,03/06/2022 17:08:58
G005,川Y15353_0,B3,04/06/2022 15:07:00
G006,鲁D69841_1,B3,01/06/2022 19:32:00
G007,鲁D69841_1,B3,01/06/2022 19:34:18
G008,鲁D69841_1,B3,01/06/2022 19:41:29
G009,鲁D69841_1,B3,01/06/2022 19:44:13
G010,鲁D69841_1,B3,01/06/2022 19:56:10
G011,鲁D69841_1,B3,01/06/2022 19:58:51
G001,鲁D69841_1,B3,03/06/2022 15:48:00
G002,鲁D69841_1,B3,03/06/2022 15:48:49
G003,鲁D69841_1,B3,03/06/2022 15:49:58
G004,鲁D69841_1,B3,03/06/2022 15:52:33
G005,鲁D69841_1,B3,03/06/2022 15:53:49
G006,鲁D69841_1,B3,03/06/2022 15:57:28
G007,鲁D69841_1,B3,03/06/2022 15:59:39
G008,鲁D69841_1,B3,03/06/2022 16:02:40
G009,鲁D69841_1,B3,03/06/2022 16:05:19
G010,鲁D69841_1,B3,03/06/2022 16:09:20
G011,鲁D69841_1,B3,03/06/2022 16:10:52
G007,粤S26061_1,B2,01/06/2022 09:08:00
G008,粤S26061_1,B2,01/06/2022 09:14:54
G001,粤S26061_1,B2,02/06/2022 19:40:00
G002,粤S26061_1,B2,02/06/2022 19:41:09
G003,粤S26061_1,B2,02/06/2022 19:44:12
G004,粤S26061_1,B2,02/06/2022 19:46:41
G005,粤S26061_1,B2,02/06/2022 19:50:26
G006,粤S26061_1,B2,02/06/2022 19:55:42
G007,粤S26061_1,B2,02/06/2022 19:58:38
G008,粤S26061_1,B2,02/06/2022 20:06:52
G009,粤S26061_1,B2,02/06/2022 20:09:11
G010,粤S26061_1,B2,02/06/2022 20:13:06
G011,粤S26061_1,B2,02/06/2022 20:14:48
G004,粤S26061_1,B2,03/06/2022 18:59:00
G005,粤S26061_1,B2,03/06/2022 19:01:49
G006,粤S26061_1,B2,03/06/2022 19:07:12
G007,粤S26061_1,B2,03/06/2022 19:09:33
G008,粤S26061_1,B2,03/06/2022 19:15:29
G007,粤S26061_1,B2,04/06/2022 12:17:00
G008,粤S26061_1,B2,04/06/2022 12:21:19
G001,粤S63531_1,B2,01/06/2022 19:42:00
G002,粤S63531_1,B2,01/06/2022 19:44:20
G003,粤S63531_1,B2,01/06/2022 19:45:34
G004,粤S63531_1,B2,01/06/2022 19:48:54
G005,粤S63531_1,B2,01/06/2022 19:50:48
G006,粤S63531_1,B2,01/06/2022 19:59:41
G007,粤S63531_1,B2,01/06/2022 20:03:24
G008,粤S63531_1,B2,01/06/2022 20:06:26
G009,粤S63531_1,B2,01/06/2022 20:08:11
G010,粤S63531_1,B2,01/06/2022 20:12:26
G011,粤S63531_1,B2,01/06/2022 20:13:59
G007,粤S63531_1,B2,02/06/2022 20:49:00
G008,粤S63531_1,B2,02/06/2022 20:53:19
G009,粤S63531_1,B2,02/06/2022 20:55:04
G010,粤S63531_1,B2,02/06/2022 20:59:26
G011,粤S63531_1,B2,02/06/2022 21:01:05
G001,粤S63531_1,B2,04/06/2022 18:42:00
G002,粤S63531_1,B2,04/06/2022 18:43:09
G003,粤S63531_1,B2,04/06/2022 18:44:28
G004,粤S63531_1,B2,04/06/2022 18:46:46
G005,粤S63531_1,B2,04/06/2022 18:50:33
G006,粤S63531_1,B2,04/06/2022 18:54:10
G007,粤S63531_1,B2,04/06/2022 18:56:24
G008,粤S63531_1,B2,04/06/2022 19:03:20
G009,粤S63531_1,B2,04/06/2022 19:06:23
G010,粤S63531_1,B2,04/06/2022 19:17:14
G011,粤S63531_1,B2,04/06/2022 19:19:48
G005,京H70262_0,B1,01/06/2022 08:20:00
G006,京H70262_0,B1,01/06/2022 08:24:42
G002,京H70262_0,B1,02/06/2022 07:17:00
G003,京H70262_0,B1,02/06/2022 07:18:41
G004,京H70262_0,B1,02/06/2022 07:22:39
G005,京H70262_0,B1,02/06/2022 07:26:13
G006,京H70262_0,B1,02/06/2022 07:31:13
G007,京H70262_0,B1,02/06/2022 07:34:41
G008,京H70262_0,B1,02/06/2022 07:41:13
G009,京H70262_0,B1,02/06/2022 07:45:07
G010,京H70262_0,B1,02/06/2022 07:50:48
G011,京H70262_0,B1,02/06/2022 07:53:20
G006,京H70262_0,B1,03/06/2022 09:15:00
G008,京H70262_0,B1,04/06/2022 11:57:00
G009,京H70262_0,B1,04/06/2022 11:58:59
G010,京H70262_0,B1,04/06/2022 12:03:03
G011,京H70262_0,B1,04/06/2022 12:05:28
G009,京D03557_2,B3,02/06/2022 07:44:00
G010,京D03557_2,B3,02/06/2022 07:47:31
G011,京D03557_2,B3,02/06/2022 07:49:17
G009,京D03557_2,B3,03/06/2022 01:57:00
G010,京D03557_2,B3,03/06/2022 01:59:57
G004,渝K63849_1,T2,01/06/2022 07:01:00
G005,渝K63849_1,T2,01/06/2022 07:03:43
G006,渝K63849_1,T2,01/06/2022 07:13:50
G007,渝K63849_1,T2,01/06/2022 07:17:40
G008,渝K63849_1,T2,01/06/2022 07:21:51
G009,渝K63849_1,T2,01/06/2022 07:24:53
G007,渝K63849_1,T2,02/06/2022 18:24:00
G008,渝K63849_1,T2,02/06/2022 18:30:57
G009,渝K63849_1,T2,02/06/2022 18:34:40
G010,渝K63849_1,T2,02/06/2022 18:45:59
G001,渝K63849_1,T2,03/06/2022 08:19:00
G002,渝K63849_1,T2,03/06/2022 08:22:04
G003,渝K63849_1,T2,03/06/2022 08:25:00
G004,渝K63849_1,T2,03/06/2022 08:27:51
G005,渝K63849_1,T2,03/06/2022 08:30:37
G006,渝K63849_1,T2,03/06/2022 08:38:00
G007,渝K63849_1,T2,03/06/2022 08:40:18
G008,渝K63849_1,T2,03/06/2022 08:45:33
G009,渝K63849_1,T2,03/06/2022 08:48:12
G010,渝K63849_1,T2,03/06/2022 08:59:52
G011,渝K63849_1,T2,03/06/2022 09:03:09
G002,渝K63849_1,T2,04/06/2022 14:27:00
G003,渝K63849_1,T2,04/06/2022 14:28:10
